train_rmse,valid_rmse
0.3375828517845704,0.33706090737186356
0.33145405646717235,0.33097843398449134
0.3242999482998916,0.3238393929607081
0.31831440695783136,0.31790871357307326
0.31156635422366064,0.31115476998254465
0.3051662657472561,0.304765458339757
0.2987255673918048,0.2983524692835625
0.2933468538692885,0.2930228773177481
0.287179566034455,0.28687754912906843
0.282134771981127,0.281890197293387
0.2772158148866856,0.2770351797314789
0.27160398598270363,0.2714138045998434
0.2661599647733307,0.26600380798435824
0.26058594175954036,0.26044309042883473
0.25548163914465916,0.25533154369818867
0.25031937263459053,0.25019888452020206
0.24531465268163574,0.24522828382262246
0.24121015923149478,0.24117451818844324
0.23659466426200654,0.23659630193402265
0.23221282582291258,0.23224181223456325
0.22767972278064483,0.22773747279730966
0.2233006488569391,0.22339134913381017
0.21897690809789322,0.21909238456247193
0.21478550314958417,0.21493043642045773
0.21059478316392455,0.21076309099956722
0.20686782322657082,0.20705762823865367
0.20292124433918865,0.20313392642857808
0.19903331898232815,0.1992647701338802
0.19524871397940102,0.19550330775587674
0.19212888373817888,0.192420631215562
0.18863448659709037,0.18894073287359822
0.1853045725127818,0.18562707193804942
0.18214014749191468,0.18249152536952137
0.17898969415156493,0.1793600886173097
0.1758143412311105,0.17621258621556338
0.17281745779205573,0.17322888157880906
0.1698271876579433,0.17025860968000864
0.16696467021168915,0.16742140141708847
0.1641866893171726,0.16465882682612965
0.16177542144319235,0.16227173511249354
0.159616019282897,0.16014564583240654
0.15689541834679485,0.15744082854625158
0.15431952923927159,0.15488110782597447
0.1517707942314701,0.15235601822332834
0.14965757155521522,0.15027516239222494
0.14771451808902097,0.14836530648687815
0.14572547008094844,0.14639853190358254
0.1434885080959778,0.14419189199556667
0.14123560064255086,0.14196076728231577
0.13906510070676362,0.13980426194165366
0.1369107048144369,0.13767525314663936
0.13531122760181427,0.1361030371711084
0.13330006088667715,0.13411524007056153
0.13163188905954887,0.13247620460311216
0.13010588397059733,0.13097742622024977
0.1282812279953247,0.12918173113271533
0.12653872543521807,0.12745289222297954
0.12469106235900233,0.12562984026642665
0.12288540703525844,0.12383544411970217
0.12115641168575154,0.12213613480638147
0.11952684680271583,0.12054494990136672
0.1178809194347692,0.11891557633679675
0.11629534247462765,0.1173457513579196
0.11470354895266165,0.11578695148635151
0.11319597303200354,0.11431302254382113
0.11185971406879155,0.1129973535175046
0.11072968713370833,0.11189730984755433
0.10968074010498746,0.11087232326492838
0.10830966664586979,0.10952957530445287
0.10696551095239008,0.1082147776206055
0.10592215904519299,0.10720389824784644
0.10465834915109225,0.10596625806605946
0.10358249015491601,0.10490642436026863
0.1023822365707034,0.10373369025500631
0.1012973599677027,0.10266002382227608
0.10016912055680893,0.10155232771654299
0.09907371413662107,0.10048941774623772
0.09806226927995593,0.09950084148029667
0.09698586965307096,0.09844167401629539
0.0959609729174466,0.09743660373729997
0.0952057471472084,0.09670223391693968
0.0944587637208824,0.09597990059774852
0.09350552906807114,0.09505093636457856
0.09260655184758701,0.09417894774542628
0.09177741076063813,0.09337510912198022
0.09087357366044735,0.09248895998364162
0.09014234866941508,0.09176855681676996
0.08932595961436629,0.09097766915904247
0.08847605579231498,0.09015100314540599
0.08774549255722311,0.08943826205055531
0.08696789789172585,0.08867782914800586
0.08623559190822574,0.08796498147290471
0.0855299044515475,0.08728056330046151
0.08480473844084134,0.08657036304154514
0.08413277416755549,0.0859227182162702
0.08342510191583674,0.08523884768652057
0.08282794540914849,0.08466391847632466
0.08221240825438092,0.08406245280096335
0.08165560421157611,0.08352737956109663
0.08102343441025305,0.08290833054824694
0.08043376993778127,0.08233400605131413
0.07986733071422433,0.0817842702584087
0.07939322866705735,0.08133049856430523
0.07886439420897964,0.0808244767610696
0.07830313547481392,0.08028342152847384
0.07777102461875854,0.07977033581707456
0.07728403695901852,0.07930394028658053
0.0768130773716148,0.07886081716449063
0.07629405255239392,0.0783631065224432
0.0757914582919897,0.0778812666232763
0.0753200451996449,0.07742531096974778
0.07484523147129793,0.07697148837339776
0.07443110067227465,0.07657619615181623
0.07396727815124944,0.0761271570939952
0.07355199011598061,0.07573025421753084
0.07317231632377841,0.07537214059308577
0.07280094616728405,0.07501547283501009
0.07242876063310925,0.07465699402044206
0.07200468296550892,0.07425240747430548
0.07160594477297236,0.0738658181357445
0.07123047980711575,0.07351263913130823
0.07086169488873688,0.0731647813376333
0.07051734768389871,0.0728425401800321
0.07018686809573366,0.07252481425031052
0.06983987421714025,0.07219310025548281
0.0695208863719284,0.07188957000175322
0.069199971142535,0.0715918864314196
0.06885122168634346,0.07125096813717083
0.0685384806479679,0.07094939398404149
0.06824656992697505,0.07067717694669216
0.06794539840618943,0.07039549518500822
0.06767358079345925,0.07013782091990642
0.0674031118998057,0.06988686479196744
0.06714080113302212,0.06964016064952239
0.06686102003976217,0.06937443322685988
0.0665513930450452,0.06908000016745837
0.06627985814625185,0.06882094797618139
0.06599162972856044,0.0685503650540686
0.06570247813239528,0.06827691389553363
0.06544114908049653,0.068031060142522
0.06522228851592236,0.06782981630535544
0.06499371286442183,0.06761820817193587
0.06477213254667678,0.06740980994764946
0.06452256938749394,0.06717149868044546
0.06431170128680802,0.06696846262854887
0.06406943788305344,0.06673583347812503
0.0638876056505967,0.0665722608324312
0.06366761841208676,0.06637130755738108
0.06344332439211343,0.06615718340086624
0.06322841760911589,0.0659563386021693
0.06305507328164257,0.0657948590346617
0.06284683727896657,0.06560177056324955
0.06263552037487395,0.06540139819807929
0.06244457304554966,0.06522589714704616
0.0622832071075508,0.06507940900084318
0.06211572573035988,0.06492397983107498
0.06189740499515842,0.06471840798022596
0.06175352130742033,0.06458770161180216
0.06159865528863242,0.06444765327394938
0.061437054854413,0.06430358952981702
0.06125072474858852,0.06412567809080716
0.06109497540049898,0.06398927597427824
0.06092413012369369,0.06382648696286367
0.06079388251538052,0.06370603221772607
0.06063264082825093,0.06356174789556329
0.06047013835136609,0.06341651755471604
0.06029564595915537,0.06324858784546901
0.06016777438431968,0.06312771830482525
0.06004214528187649,0.06301882702098943
0.05991351909391723,0.06290431531327044
0.05978462682809978,0.06278844395562154
0.05965404602971912,0.06267092169000756
0.05953106360289606,0.06255970300512863
0.05940805897601641,0.0624547229092145
0.05929347222862513,0.06235373926793866
0.05914012523241487,0.0622071850563552
0.05902771736623322,0.06210860847297801
0.05890460534605593,0.06199352572545536
0.05876282360930317,0.06186173803629157
0.05859605276056806,0.06170408477942457
0.05845973935076185,0.06158070646132954
0.05833393001517186,0.06146599102438085
0.05822837162646293,0.06137789321527341
0.05813923525588616,0.06129671065309873
0.05802727118036963,0.06119283772759927
0.05792497274564695,0.06110807499422705
0.05778140668562782,0.06097044707803784
0.05768062738947152,0.06088164929111717
0.05757128134313864,0.06078862404387415
0.05746286067873616,0.06068808601225727
0.05736767162831892,0.06060912536058112
0.05725338622913625,0.06050435117848858
0.05715078935077668,0.0604175454981389
0.05706100382868837,0.06034124570260051
0.0569496956673173,0.0602406355166945
0.05686064037808197,0.06016907346447182
0.05674664781097382,0.06007109842291005
0.05663202618928188,0.05997034998067657
0.05653128143433729,0.059886426834863
0.05642905868922803,0.05980134550736551
0.05633749403387937,0.05971797794594923
0.05622439780314988,0.05961524638161028
0.05612595744136852,0.05953138206438722
0.0560130119409299,0.05942736381419071
0.05593238221841685,0.05936009364276695
0.05583128097891123,0.05927371144992617
0.05570834589285221,0.05916238637139921
0.05565077934387696,0.05911430308988918
0.05557280676185354,0.05905194826175003
0.05550003570509415,0.05899120969123088
0.05541791055538522,0.05892147496250703
0.05531547503794042,0.05883224334266709
0.05525734722495194,0.05878319897805159
0.05516966363654571,0.05870469071926315
0.05509852834518222,0.05864882169999642
0.05502157555772604,0.05858270688147348
0.05488979334200999,0.05846062710344905
0.05483341859547929,0.05841698017337831
0.05475946157881546,0.0583499944831482
0.05467748144615627,0.05828214668399459
0.05460073414955779,0.05821942774318317
0.05451366590643333,0.05813790108225318
0.05445560411918975,0.05809450163267344
0.0543772676612998,0.05803201252416228
0.05427566921031187,0.05793788241728506
0.05422182348547726,0.05789621473781756
0.05415739432131086,0.05784339724527581
0.05409570473303434,0.05779457531563662
0.05403745817920565,0.0577460026747612
0.05398578931702808,0.0577016472663899
0.05388396084084287,0.05760735521352298
0.05378465149591382,0.05751332261589782
0.05373219693543355,0.05746800763214899
0.05364487058042836,0.05738861330966224
0.05357562238958317,0.05733324944298052
0.05349023412234319,0.05725481278572366
0.053419492859754,0.05719454944434242
0.05336943292747245,0.05715620812222984
0.05326951798980298,0.05706810908388249
0.05320626107702285,0.05701475518811377
0.05313601377617826,0.0569564244553473
0.05307420199540213,0.05690965694702035
0.05299127216206027,0.05683405408045122
0.0529415205739166,0.05679695213512474
0.05288929954857072,0.05675628995622824
0.05282110951529148,0.0566935376777914
0.05275614448309834,0.05664218496505874
0.05271921082434652,0.0566115830504926
0.05265668633751242,0.05655662445092563
0.05258229159318443,0.05648747790119032
0.05252188453979033,0.05644226701257864
0.05248569159555097,0.05641930734506313
0.05245139689739166,0.05639246556093134
0.05238449873901293,0.05633334379603686
0.05232636022521796,0.05628127885435958
0.05226347215680174,0.05622429914274053
0.05220668358287638,0.05617959217928579
0.05215536364483313,0.05613505968260475
0.05211944113078301,0.05611045627731474
0.05207298271078696,0.05607608710678461
0.05202392471433895,0.05603142335748288
0.05196003027156906,0.05597245337448316
0.05190158562969584,0.05592410087877414
0.05182049404041323,0.05585065724157572
0.0517689282010887,0.05581219876070957
0.05171695941725383,0.05576386264119609
0.05168485588282465,0.05574295163131422
0.0516182328589258,0.05568272682510914
0.05155816611433778,0.05562964469177781
0.05151704521650087,0.05559768072616908
0.05146002202371886,0.05555113085090439
0.0514212432988448,0.05552447572301474
0.05138324005993215,0.05549080293572742
0.05134164263870292,0.05546180186592855
0.05125705709869784,0.05538551616581665
0.05122896652171036,0.05536584158267812
0.05119313398314522,0.05534300073142363
0.05115282657285911,0.05531308324633515
0.05109491716506935,0.05526152868893427
0.05104438482608019,0.05521745353984751
0.05100355027854159,0.05518972061624366
0.0509578197641417,0.05515292154120677
0.0509182161846761,0.05511995934151519
0.05085157434861359,0.05506312851546727
0.05082761237897369,0.05504722354036646
0.05078188523228556,0.05501010023714648
0.05076083357314051,0.05499648156492092
0.05068532531076914,0.05492907297638757
0.05065497616311539,0.05490501532772315
0.05061093923297151,0.05487082746822926
0.05056060615927802,0.05482326796694403
0.05050829689141236,0.05477666260396323
0.05046267343424315,0.0547455917387525
0.05044382969387743,0.05473535095828832
0.05040483677708561,0.0547025189664587
0.05035869450967229,0.05466484238331085
0.05032083336724743,0.05464340697832509
0.05027889141715438,0.05460600196199532
0.05023645522584495,0.05456766695997162
0.05019527520934901,0.05453831968904256
0.05011154679007652,0.05445964298242913
0.05008243476192736,0.05443869598143759
0.05003230561694827,0.0543968907102676
0.05000054061847636,0.05437641675882063
0.04995241004501198,0.05433634768397563
0.04990343691523206,0.05429576451976665
0.04984009115502824,0.05424191145611325
0.04980684525173183,0.05421680867952413
0.04977982161133415,0.0542011156418391
0.04974389932758511,0.05417280311896595
0.04972069986996355,0.05415818035815639
0.04969210094282225,0.05413196545899398
0.0496561683843394,0.05410640591049534
0.04963402472914555,0.05409124825346782
0.04959772485903206,0.05406657831894274
0.04955047702292138,0.05402735307395552
0.04949651191488136,0.05398142585891991
0.04947451250473184,0.05396429298948474
0.04944323683978158,0.05394571935687512
0.04939584514325805,0.05390417547085446
0.04936107093664396,0.05387280328481048
0.0493249046791986,0.05384442504562168
0.04929156095074286,0.05382098348918182
0.04924754823906565,0.05378248383456762
0.04923128042232655,0.05377311284892029
0.04920122085514493,0.05374902894984596
0.04915687563962456,0.05370825394883454
0.04912480325700798,0.05367999386260047
0.04909469010556564,0.05365702424826174
0.04907988067512032,0.05364788327518222
0.04904846780007888,0.05362785096491048
0.04901442552668372,0.05360493973630708
0.04899298824444156,0.05358731674170196
0.04896958355659478,0.05356710662716519
0.04894291063775003,0.05354839829410021
0.04890768753553234,0.05351731329892822
0.04887756981866694,0.05349925925722493
0.04885982265753139,0.05348610160820352
0.04880085737611644,0.05343346421210435
0.04874258886585533,0.05338219303724961
0.04871324892819899,0.05335692156047122
0.04868422577667567,0.05334159233621503
0.04863166564474846,0.05329645458180525
0.04859192597667123,0.05326369509671468
0.04854985130582134,0.0532250216883108
0.04851889240778891,0.05320087200866347
0.04849363995767396,0.05318095764276767
0.04845481028280207,0.05314994581909558
0.0484200966371979,0.05312504861043645
0.04839996893963464,0.05311057902848214
0.04835166602626877,0.05306686331029126
0.04833432568994615,0.053058424043712
0.04828815209354301,0.05302050626226025
0.04826350714766017,0.05300421666430839
0.04824115739817507,0.05298462776839118
0.04821110342093619,0.05295680130691
0.04818688019537486,0.0529355561728526
0.0481535580423418,0.05291516684347326
0.04812395305596062,0.05289061497133673
0.04809096353174663,0.05286133178508937
0.04807081167413155,0.05284382525228101
0.04804012847207453,0.05281541743691382
0.04802621291928017,0.05280686995077069
0.0479732474296385,0.05275627011330913
0.04795536772999491,0.05274566803424282
0.04791487499198521,0.05271128624417983
0.04789148148304883,0.05269503271532125
0.04787222008946787,0.05268037393790432
0.04784606855816789,0.05266184701003178
0.04782555252137018,0.05264946763127451
0.04779261979978001,0.0526232972242256
0.04775973682671802,0.05260049322619018
0.04774577666993952,0.05259133891108186
0.04772472838266237,0.05257603544894051
0.04768682572177647,0.0525431755763237
0.04765962799247549,0.05252230275052833
0.04764358275630043,0.05251108572186589
0.04760734900441072,0.05248144019805966
0.04759120690346149,0.05247417311556977
0.04756681057579887,0.05245583993828877
0.04752089508560115,0.05241581449430505
0.04749271025103811,0.05239652712896825
0.04747327029404467,0.05238551071206259
0.04745433193735218,0.05237628766055662
0.04743625599117451,0.05236363383512203
0.04741789430803116,0.05235156347159929
0.04739111560518987,0.05232640824553757
0.04737195823348526,0.05231381389319466
0.04734077242339326,0.05229167684490072
0.04731790438918792,0.05227399006436625
0.04729828488373816,0.05225919782373627
0.0472600617825441,0.05222604080980773
0.04725015286006432,0.05221839797460319
0.04721493565063041,0.05218717716938946
0.04719435113439869,0.05217881197782176
0.047168563247068,0.05216137040301312
0.04714470334016883,0.05214816583705663
0.04711472207789501,0.0521242796221984
0.04706706844335485,0.05208428799209699
0.0470424157340602,0.05206746479451264
0.04701716995780994,0.05205078646987198
0.04700007270923946,0.052042509225415
0.04697972667351431,0.05202868932917257
0.04693463964891396,0.05199125388770553
0.0469068020522345,0.05196856549590689
0.04689492053373462,0.05196009677902363
0.04685738384418369,0.05192827593460927
0.04683863230097476,0.05191612600288965
0.04681739686610387,0.05190297691495881
0.04679585697573489,0.05188451939273449
0.04677195637728547,0.0518661599286542
0.04674340498130713,0.05184320864014438
0.04671682858422376,0.05182515802694952
0.04669714704249379,0.05181068892443313
0.04665237402027281,0.05176855538925267
0.04661634747391458,0.05173742866764124
0.04659909817091432,0.05172439259867318
0.04656077026146786,0.05168707727104723
0.04653942286846128,0.05166887074142294
0.04652137807277205,0.05165615986359214
0.04650116853667424,0.05164114405021203
0.04648119394067056,0.05162809468145504
0.046471462622842,0.05161946741956842
0.04645157300934987,0.05160885332964413
0.04642426388746815,0.05158721391992032
0.0464046726658968,0.0515749203991193
0.04638404283932133,0.05155882167250382
0.04636608651150254,0.05154289818647018
0.0463545732647024,0.05153724180558517
0.04634508357966149,0.05152978913659145
0.04632308099922401,0.05151195159241721
0.04629508964982541,0.05148976340000892
0.04627789515489344,0.05148100957519691
0.04625176588183457,0.05146412017180164
0.04623811716404537,0.05145291802824845
0.04620571294411409,0.05142690733624951
0.04618015404935724,0.05140740445871098
0.04615694135950976,0.05139281625541961
0.04614730336001071,0.05138704311807336
0.04613364434240676,0.05138305043333897
0.0461136820098814,0.05136947380565713
0.04609156129578719,0.05135370506418755
0.04607545276109066,0.05134179657724688
0.04605824748536987,0.05133117445741164
0.04603986961042589,0.0513250620156869
0.04601975086339633,0.05131603294091985
0.04600244827227976,0.05131018212810618
0.04598060912198055,0.05130168838596936
0.04596276838288123,0.05129193568737542
0.04594851263627428,0.0512835586823524
0.04593945199918111,0.05127729371646961
0.04592554765015749,0.05126973427460996
0.04591836812386904,0.05126499485758625
0.04590589086427689,0.05125677005845561
0.0458896232338947,0.05124860725938396
0.04587886321850313,0.0512388484671765
0.04586981237791461,0.05123453516986213
0.04585256767054249,0.05122319365242059
0.0458296776835399,0.05121058736153822
0.04580688961862808,0.05119738582246742
0.04579627482348549,0.05119382736691403
0.04577000492788922,0.05116847399719866
0.0457600166972836,0.051161804014716
0.04574054620113274,0.05114649839249402
0.04572299238821455,0.05113395953202448
0.04570887449797745,0.05112378801148165
0.04569645613489715,0.05111437462362504
0.0456794583239526,0.05110238362255524
0.04566745407904525,0.0510944347049069
0.04564437659046221,0.05108112276573434
0.04562302572029135,0.05106920573275398
0.0456129185661994,0.05106322976301291
0.04559782950336421,0.05105224978553443
0.04558184687892841,0.05103875054683875
0.04557071305144052,0.05103260129483774
0.04555706402511459,0.05102584527162472
0.0455447290306354,0.05101859775712441
0.04553667190936525,0.0510146100270199
0.04551640130974565,0.05099907206244852
0.04550767862021109,0.05099365987319829
0.04548968321968114,0.05097833448230318
0.04547297479327252,0.05096622869948905
0.04545219305228383,0.05095353238507926
0.04541657303222914,0.05092264924565805
0.04540037476913939,0.05091092401132555
0.04537972707727766,0.05089995473847461
0.04536154166797161,0.05088693500158691
0.04534892949069132,0.05087828839977699
0.04533482545151826,0.05086920505192707
0.04532160618306742,0.05086088595453187
0.04530270383950383,0.0508466936159678
0.04529246404066681,0.05083993550741305
0.0452734645135193,0.05082591979618602
0.04525981611010535,0.05081724560057149
0.0452464813422462,0.05080718050372886
0.04523730916248624,0.05079950547120224
0.04522109872843585,0.05078970320275494
0.04521373428648375,0.05078571759729116
0.04519462604835054,0.05077861797931876
0.04518633158449484,0.05077573499074646
0.04516671574944617,0.05076186963120032
0.045146988880096,0.05074538052326358
0.04513883258700499,0.0507412983949407
0.04513013279838064,0.05073570271165674
0.04511749024409577,0.05073044376836969
0.04509809406558735,0.05072115344055291
0.04509142747435952,0.05071796793669449
0.0450791332131785,0.05071221143721061
0.0450686496155152,0.05070661636706095
0.04505578778004504,0.05070080152790772
0.04504266663829384,0.05069116552904541
0.0450356993266187,0.0506875444177767
0.0450197722491901,0.05067656170175567
0.0450049229130305,0.05066890775130236
0.04498880526259556,0.0506575985609652
0.04497881097590253,0.0506508652272338
0.0449596518923005,0.05064075562332331
0.0449536551365123,0.05063774058770842
0.04494481785119814,0.05063028331422646
0.04493449421890747,0.05062413602918946
0.04492039508363892,0.05061402381245209
0.04490710721407273,0.05060585649726702
0.04489866385430329,0.05059901982121975
0.0448743688414624,0.05058050364634486
0.0448556986824391,0.0505678199157149
0.04483195176898602,0.05055161320091429
0.04482490820509033,0.05054523296774852
0.04481518124334927,0.05053909717791585
0.04480294871900369,0.05053393696475907
0.04478842300307923,0.05052548994655024
0.04477063533720131,0.05051116720138205
0.0447591412956109,0.05050440914609367
0.0447452985965428,0.05049601561310028
0.04473514274798848,0.05048918365004736
0.04472245159850573,0.05047997503279143
